Jurisdicción,Sector,Ámbito,Departamento,Código de departamento,Localidad,Código de localidad,Cueanexo,Nombre,Domicilio,C. P.,Teléfono,Mail,Común,Especial,Adultos,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,SNU - Cursos,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Formación Profesional,Formación Profesional - INET,Alfabetización,Inicial,Primario,Secundario,,,
Misiones,Estatal,Urbano,MONTECARLO,54084,PUERTO PIRAY,54084013,540135400,ESC. Nº 859: (Ex Aula Sat. ESC. Nº 452),BARRIO BADARACCO  BADARACCO ,N3381,03751 15531175,"carrerascesar1973@gmail.com, carrerascesar570@gmail.com",1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Privado,Rural,OBERA,54091,LOS HELECHOS,54091012,540135600,E.F.A. CRISTO REY DE TAMANDUÁ,Lote Nº56- Sección G- Cnia.Tamanduá   Cnia. Tamanduá-Los Helechos ,N3361,03755 494177- 15550666,"gestionefajavier@gmail.com, efa_tamandua@yahoo.com.ar",1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,
Misiones,Estatal,Urbano,SAN PEDRO,54112,SAN PEDRO,54112007,540135700,ESC. Nº 869 (Ex Aula Sat. Nº 01: ESC. Nº 759),RUTA PROV. Nª 20 -PJE.PORTON VIEJO   RUTA PROVINCIAL 20 -PJE.PORTON VIEJO-SAN PEDRO,N3364,03751 15315719,betylamae@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN PEDRO,54112,SAN PEDRO,54112007,540135701,Aula Sat. Nº 01: ESC. Nº 869,RUTA PROV. N°20   32 KM DE SAN PEDRO- 2500 M. DE ESC. NUCLEO-PJE.PIRAY GUAZÚ,N3364,03751 15315719,betylamae@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN PEDRO,54112,SAN PEDRO,54112007,540135702,Aula Sat. Nº 02: ESC. Nº 869,PARAJE PIRAY GUAZU   PARAJE PIRAY GUAZU,3364,03751 15315719,betylamae@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN IGNACIO,54098,GOBERNADOR ROCA,54098008,540135800,ESC. ESPECIAL Nº 34: JESUS VERDAD Y VIDA,JUAN D. PERON Y  TUZINKIEWICK   JUAN D. PERÓN ENTRE TUZINKIEWICK Y PELINSKI,N3324,0376 154702500,lucreciafernandez1009@gmail.com,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540136000,ESC. Nº 871,188  COCOMAROLA ESTE CERCA DEL AUTÓDROMO,N3300,0376 154370048,gladisgm549@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAINGUAS,54014,CAMPO GRANDE,54014004,540136100,ESC. Nº 868,EL DORADO Y REP. ARGENTINA  AEROCLUB EL DORADO Y REP. ARGENTINA BºAEROCLUB,N3362,03755 15519661,angela.l.zink@hotmail.com.ar,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,25 DE MAYO,54119,COLONIA AURORA,54119006,540136200,C.E.P. Nº 13: JUAN CARLOS PIREZ,RUTA PROV. Nº 222- KM 20 -   RUTA PROV. Nº 222-KM 20- COLONIA APARECIDA,N3363,03755 15445682,"cep13coloniaaparecida@gmail.com, angelmattje@gmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,IGUAZU,54063,WANDA,54063023,540136300,ESC. Nº 307,  PRIMAVERA BARRIO PRIMAVERA- WANDA,N3376,03757 03757-15407825,silviaandrealutz@yahoo.com.ar,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN PEDRO,54112,SAN PEDRO,54112007,540136400,ESC. Nº 874 (Ex Aula Sat. ESC. Nº 678),EL CEIBO  IRRAZABAL BARRIO IRRAZABAL,N3364,03755 15657568,andreamarlenefontana@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,25 DE MAYO,54119,25 DE MAYO,54119001,540136500,C.E.P. Nº 14,RUTA PROV. Nº 9   Pje.Aristóbulo del Valle Chico,N3379,03755 15514863,claudio25omar@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,25 DE MAYO,54119,25 DE MAYO,54119001,540136501,Aula Sat. Nº 01: C.E.P. Nº 14,Ruta Prov. Nº 9   PARAJE PRIMAVERA,3379,03755 15514863,claudio25omar@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAINGUAS,54014,DOS DE MAYO NUCLEO I,54014007,540136600,ESC. Nº 870 (J.C.),INTERSEC.Bº MACUCO Y TEALERA-PJE.CASCUDA  TEALERA INTERSEC. BARRIOS COOPERATIVA Y TEALERA-PJE CASCUDA-,N3362,3755 15630433,danielagrutka@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN PEDRO,54112,SAN PEDRO,54112007,540136700,ESC. Nº 876 (Ex Aula Sat. ESC. Nº 108),RUTA PROV. Nº 17- KM. 95   RUTA PROV. Nº17- KM 95-PARAJE JUANITA,N3364,03741 15403636,mariasfernandez40@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,LEANDRO N. ALEM,54070,CERRO AZUL,54070004,540136800,INST. SUP. DE FORMACION Y DESARROLLO RURAL,Córdoba  San Jorge Sargento Cabral S/N funciona en ESC 931,N3313,0376 154572569,"isfydr@hotmail.com, hfkubovy@yahoo.com.ar",1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,IGUAZU,54063,PUERTO IGUAZU,54063014,540136900,ESC. Nº 875: DOÑA MERCEDES GARCIA DE TARATUTY,ESTEBAN ECHEVERRIA  1º DE MAYO BARRIO 1º DE MAYO,N3370,3757 531813,lulyrodriguez65@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Privado,Urbano,IGUAZU,54063,WANDA,54063023,540137000,INST. SUP. TÉCNICO URUGUA-I,GUATAMBU  1531 CENTRO ,3376,03757 15550078- 15526700,cristian.istu@gmail.com,1,,1,,,,,,1,1,,,,,,,,,1,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540137100,C.E.F. Nº 01: ANDRES GUACURARI,TAMBOR DE TACUARI 7806 VILLA CABELLO TAMBOR DE TACUARI 7806- VILLA CABELLO,N3300,0376 154767492,"centrodeeducacionfisica1@hotmail.com, gracifabiana@hotmail.com, gusdeport@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,1,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540137101,Aula Sat. Nº 01: C.E.F. Nº 01 (CePARD),Quaranta   Alrededor del Centro del Conocimiento (Detrás),3300,376 154767492,"entrodeeducacionfisica1@hotmail.com, gracifabiana@hotmail.com, gusdeport@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,1,
Misiones,Estatal,Urbano,GUARANI,54056,EL SOBERBIO,54056005,540137200,ESC. Nº 877 (Ex Aula Sat. ESC. Nº 574),PJE. SAN IGNACIO - EL SOBERBIO   A 7KM DE LA RUTA COSTERA 2 Y A 12 KM DEL PUEBLO,N3338,03755 15641935,lcrodriguez877@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,LIBERTADOR GRL SAN MARTIN,54077,CAPIOVI,54077002,540137300,ESC. ESPECIAL Nº 36,MARTÍN FIERRO  264 SAN CAYETANO MATÍN FIERRO Nº 264,N3332,03743 15413295/15666950,escuelaespecial36@yahoo.com.ar/dulcejess4@hotmail.com,,1,,,,,,,,,,1,,1,1,1,,,,,,,,,,,
Misiones,Estatal,Urbano,IGUAZU,54063,WANDA,54063023,540137400,ESC. ESPECIAL Nº 37,LOS YERBALES  JARDIN 3 CUARTEL DE BOMBEROS VOLUNTARIOS,3376,03757 15548053,"pickyblohsel@gmail.com, escuelaespecialwanda372021@gmail.com",,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN IGNACIO,54098,SANTO PIPO,54098023,540137500,ESC. ESPECIAL Nº 38,Bº EL MIRADOR  EL MIRADOR Bº EL MIRADOR - Detras del Polideportivo,N3326,0376 15519114,lissasayas290778@gmail.com,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,,
Misiones,Estatal,Urbano,CAINGUAS,54014,DOS DE MAYO NUCLEO I,54014007,540137600,E.P.E.T. Nº 16,ANTARTIDA ARGENTINA Y AV. CORRIENTES   ANTARTIDA ARGENTINA Y AV. CORRIENTES,N3337,03755 15570647,"epet16_2m@yahoo.com.ar, rubenvallejos82@gmail.com, patricio_dossantos@yahoo.com.ar",1,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,IGUAZU,54063,WANDA,54063023,540137700,ESC. N° 873,  SAN FRANCISCO BARRIO SAN FRANCISCO,N3376,03757 15403642,"escuela873wanda@hotmail.com, gnancyelizabeht@yahoo.com.ar",1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,LEANDRO N. ALEM,54070,DOS ARROYOS,54070009,540137800,C.E.P. Nº 12,VIRGILIO GENESSINI  COLONIA GUARANÍ-DOS ARROYOS ,N3315,03754 15499110,colo_345@yahoo.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Privado,Urbano,CANDELARIA,54021,CANDELARIA,54021003,540137900,INST. NUESTRA SEÑORA DE CANDELARIA,AVDA. ROQUE GONZALEZ S/N Y R.NAC. 12  20 de junio AVDA. ROQUE GONZALEZ -MANZANA 249- RUTA Nº 12,N3308,0376 4590265- 154700172,"institutontrasradelacandelaria@gmail.com, gabrielasoledadvalenzuela@gmail.com",1,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,
Misiones,Estatal,Urbano,CONCEPCION,54035,CONCEPCION DE LA SIERRA,54035003,540138100,ESC. Nº 878,BºNueva Esperanza  Esperanza Bº Nueva Esperanza (Al lado del cementerio),N3355,03758 15649900,"ceciliafarinola@gmail.com, cocheriaconcepcion@hotmail.com, patomacen@gmail.com",1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,GENERAL MANUEL BELGRANO,54049,CMTE. ANDRES GUACURARI,54049020,540138200,INST. SUP. CMTE. ANDRES GUACURARI,ALTE. BROWN   CENTRO CERCA DE LA OFICINA DE EMSA,3385,03757 15617873,mariombaruque@yahoo.com.ar/isagcmdteandresito@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAINGUAS,54014,CAMPO GRANDE,54014004,540138300,ESC. ESPECIAL Nº 32,RUIZ DE MONTOYA  MUNICIPAL Entre Rep. Argentina y Francisco Vanoni,N3362,03755 15602837,"escuelaespecial32@yahoo.com.ar, lorecar13@hotmail.com.ar",,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN IGNACIO,54098,JARDIN AMERICA,54098011,540138400,E.P.J.A. Itinerante Nº 9041,JUAN ZORRILLA 75 ARROYITO JUAN ZORRILLA ENTRE PARANA Y JOSE MARTI,N3328,03751 15550381,doris-seiler@hotmail.com,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,
Misiones,Estatal,Urbano,IGUAZU,54063,ESPERANZA,54063007,540138500,INST. TÉCNICO SUP. PUERTO ESPERANZA,TTE. ESTÉVEZ 850 VILLA NUEVA TTE. ESTÉVEZ Y CHILE,N3378,03757 456529,rivasalejandro@gmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,GUARANI,54056,SAN VICENTE,54056019,540138600,ESC. Nº 881 (Ex Aula Sat. ESC. Nº 380),  SANTISIMA TRINIDAD BARRIO SANTISIMA TRINIDAD,N3356,03755 15507331,rdromina276@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,GUARANI,54056,SAN VICENTE,54056019,540138700,ESC. Nº 879 GREGORIA SÁNCHEZ CASERO (Ex Aula Sat. Nº 01: ESC. Nº 522),RUTA 14-COLONIA AGROFORESTAL   RUTA 14- KM994- A 25 KM DE SAN VICENTE HACIA SAN PEDRO,N3356,03755 15580550,zulmabenitez76@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,OBERA,54091,CAMPO RAMON,54091002,540138800,ESC. ESPECIAL Nº 31,APÓSTOLES  VILLA BONITA ,N3361,03755 15697969,"pao_daura@hotmail.com, ",,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
Misiones,Estatal,Urbano,SAN IGNACIO,54098,SANTO PIPO,54098023,540138900,E.P.J.A. Itinerante Nº 9040,DOMINGO FAUSTINO SARMIENTO   DOMINGO FAUSTINO SARMIENTO Y ALBERTO ROTH,N3326,0376 154882598,baezjuliaclara@gmail.com,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
Misiones,Estatal,Urbano,LEANDRO N. ALEM,54070,LEANDRO N. ALEM,54070014,540139000,ESC. Nº 883,LAS VIOLETAS  VIRGEN DEL ROSARIO L.N.ALEM,N3315,3754 15405842,cristinazanazzo@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540139100,ESC. Nº 548: ELSA SEQUEIRA,AVDA. ANDRESITO  ALTA GRACIA NORUEGA 3763 ENTRE PADRE SERRANO Y TOMAS GUIDO,N3300,0376 4459114- 154600886,"alejandraaschkar@hotmail.com, alejandraaschkar@gmail.com",1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAINGUAS,54014,DOS DE MAYO NUCLEO I,54014007,540139200,ESC. ESPECIAL Nº 39,ANTARTIDA ARGENTINA  HEROES DE MALVINAS AV. DEL COLONO ENTRE M.BELGRANO Y BOLIVAR,N3337,03755 508801/15581926,"gomezbarbarolorena@hotmail.com, barbaralorena@gmail.com",,1,,,,,,,,,,1,,1,1,1,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,GARUPA,54028009,540139300,ITEC Nº 03,AVDA. JUAN PABLO II  FATIMA AL LADO DE LA COMISARÍA XIV,N3304,0376 4445597- 154572513,mauriciomaidana@hotmail.com,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CONCEPCION,54035,CONCEPCION DE LA SIERRA,54035003,540139400,INST.SUP. MANUEL GIUDICI,Capitán Giachino y Rómulo Dalmasoni  Palomar C.Giachino y R. Dalmasoni S/N,N3355,03758 15404226,normaszylak@yahoo.com.ar,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540139500,C.E.P. Nº 20,AVDA. ZAPIOLA  1497 APOS ,N3300,0376 154604118,rrrbermudez1969@gmail.com,1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,
Misiones,Estatal,Urbano,MONTECARLO,54084,MONTECARLO,54084009,540139600,E.P.E.T. Nº 17,FACUNDO QUIROGA  SAN LORENZO FACUNDO QUIROGA ENTRE SAN ANTONIO Y SAN MIGUEL,N3384,03751 15665242- 03751-15577822,"moschnergabriel@hotmail.com, epet17misiones@yahoo.com.ar",1,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540139800,C.E.P. Nº 26,AVDA. ITUZAINGO 4366 TACURU ,N3300,0376 4452616/4238832,"tredicililiana@hotmail.com, cepnumero262008@hotmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,ELDORADO,54042,ELDORADO,54042006,540140000,C.E.P. Nº 16,PRESIDENTE FRANCO 2149  ,N3380,03751 433667,"abelinabobadilla@gmail.com, CGEPM_CEP16@HOTMAIL.COM",1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,
Misiones,Estatal,Urbano,OBERA,54091,OBERA,54091014,540140100,C.E.P. Nº 18,PARQUE PROV. Yacuí  Bella Vista Bº Bella Vista (ESC.Nº838),N3360,03755 15503888,"escuelacep18@hotmail.com, majandra23@yahoo.com.ar",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,LIBERTADOR GRL SAN MARTIN,54077,PUERTO RICO,54077021,540140200,I.E.A. Nº 18 (Ex C.E.P. Nº 24),ALEJO RAUBER   SAN FRANCISCO próximo a la capilla San Ignacio,3334,3743 15561494,"arroyopersiguero@gmail.com, iea18puertorico@gmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,GARUPA,54028009,540140300,C.E.P. Nº 17,AVDA JUAN PABLO II  FATIMA II AVDA JUAN PABLO II- EDIFICIO ITEC Nº3,N3304,376 4504973,claudiabeatrizgaleano@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Misiones,Estatal,Urbano,LEANDRO N. ALEM,54070,LEANDRO N. ALEM,54070014,540140400,C.E.P. Nº 21,LOS PINOS 434  ANTARTIDA ARGENTINA Y LOS PINOS(FUNCIONA EN LA ESC. 62),N3315,3754 423067,"cep21alem@gmail.com, ricardo.swier@gmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,SAN IGNACIO,54098,SAN IGNACIO,54098022,540140500,C.E.P. Nº 22,RUTA PROV. Nº 210- COLONIA DOMINGO SAVIO   RUTA PROV.Nº 210 -COLONIA DOMINGO SAVIO- ESC Nº 503,N3322,03755 15670068,vanesavaliente84@gmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540140600,C.E.P. Nº 23,SANTA ANA  LOS KIRIS CHACRA N°99 - SANTA ANA Y CALLE 103,N3330,376 154849071,"isavega289@gmail.com, mbrodriguez2109@gmail.com",,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540140700,C.E.P. Nº 25,188  Rincón del Sur ITAEMBE MINI II,3300,0376 154244969/4325516,"galeanojuancarlos69@gmail.com, gonzaleznoemi10@yahoo.com.ar, galeano.juancarlos69@gmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAINGUAS,54014,SALTO ENCANTADO,54014015,540140800,C.E.P. Nº 27,HORACIO QUIROGA 933  HORACIO QUIROGA 933 Y R. PROV.Nº220,N3364,03755 649115/15500680/470131,"signercristian@yahoo.com.ar, barssilvi@gmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,GUARANI,54056,SAN VICENTE,54056019,540140900,C.E.P. Nº 28,BARRIO SAN ROQUE GONZALEZ DE S. CRUZ   ESC Nº 831,N3356,03755 15686333/661191,"cep28@hotmail.com, adrianfrank@hotmail.com/marlenxiomara@hotmail.com.ar, adrianfrank1@hotmail.com",1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,
Misiones,Estatal,Rural,LEANDRO N. ALEM,54070,ARROYO DEL MEDIO,54070002,540141000,C.E.P. Nº 29,RUTA PROV. Nº30  ARROYO DEL MEDIO SALON MUNICIPAL - ARROYO DEL MEDIO,N3315,0376 154617978,"marineschaihort@yahoo.com.ar, cariandreabarboza@gmail.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,LIBERTADOR GRL SAN MARTIN,54077,RUIZ DE MONTOYA,54077022,540141100,C.E.P. Nº 30,PARQUE NAC. LOS GLACIARES    RUTA PROVINCIAL Nº223- LINEA CUCHILLA- ESC Nº 300,N3334,3743 15417861,"cepn30rdm@live.com.ar, sandrakfreiberger@yahoo.com",1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,CANDELARIA,54021,PROFUNDIDAD,54021012,540141200,C.E.P. Nº 31,MANZANA N° 10   LOTE Nº 10-ESC Nº54,N3308,0376 154574558/154162480/155144507,tereushuaia@hotmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540141300,C.E.P. Nº 32,AVDA. ZAPIOLA S/N YOHAZA AVDA. ZAPIOLA Y AVDA. ALTE BROWN- Bº YOHAZA- ESC Nº53,N3300,0376 154649177,CEP32JOVENESYADULTOS@GMAIL.COM,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
Misiones,Estatal,Urbano,IGUAZU,54063,ESPERANZA,54063007,540141400,E.P.E.T. Nº 18,ENTRE RIOS  OBRERO PUERTO ESPERANZA,N3378,03757 15530067,EPET18@HOTMAIL.COM/lenguazafernanda@gmail.com,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CANDELARIA,54021,SANTA ANA,54021013,540141500,E.P.E.T. Nº 19,ANDRES GUACURARI  COOPERATIVA  C.I.C.,N3316,0376 154745315/154373857,"epet19misiones@yahoo.com.ar, gladyshaupt@gmail.com",1,,,,,,1,1,,,,,,,,,,,,,,,,,,,
Misiones,Privado,Urbano,GENERAL MANUEL BELGRANO,54049,CMTE. ANDRES GUACURARI,54049020,540141600,INST. MODALIDAD ESPECIAL DR. RENÉ FAVALORO,DR. RENE FAVALORO  LA SELVA I ,N3385,03757 15671526- 407876,"lilu2826@outlook.com, favaloroespecial707@yahoo.com.ar",,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540141700,ESC. ADULTOS Nº 58, 135 CHACRA 114 Detrás Club Lomas,N3300,3764 371718,"miayvalentina@hotmail.com, susanaybonetti@hotmail.com",,,1,,,,,,,,,,,,,,1,,1,,,,,,,,
Misiones,Estatal,Rural,CANDELARIA,54021,COLONIA MARTIRES,54021006,540141800,ESC. Nº 889: (Ex Aula Sat. Nº 02: ESC. Nº 182),LOTE RURAL Nº 17 C   CAMINO VECINAL DE MARTIRES A SANTO DOMINGO SAVIO,N3318,03754 15451590,baezleonelasoledad@gmail.com,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Rural,CANDELARIA,54021,MARTIRES,54021010,540141801,Aula Sat. Nº 01: ESC. Nº 889 (Ex Aula Sat. Nº 01: Esc. Nº 113),Picada Portuguesa  Picada Portuguesa Picada Portuguesa. Lote 49,3318,3754 451590,leonelasb@gmail.com,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540141900,ESC. ADULTOS Nº 46,AV. 17 DE AGOSTO  VILLA DOLORES ,N3300,0376 155058686- 154680152,"rivarolaortencia16@gmail.com, diky64@hotmail.com",,,1,,,,,,,,,,,,,,1,,1,,1,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142200,NENI Nº 2001 (Sede ESC. Nº 01),LA RIOJA 127 MICRO CENTRO LA RIOJA Y JUNIN,N3300,0376 154324700,nancyejara@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142201,NENI Nº 2001 (Ext. ESC. Nº 04),GENERAL PAZ  CENTRO ENTRE SALTA Y TUCUMÀN,N3300,0376 154324700,nancyejara@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142202,Aula Sat. Guardería Nº 2 Eugenia Carossini,Junín 2140  ,3300,376 154324700,nancyejara@hotmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142203,Aula Sat. Jardín Maternal Emilio Gottschalk,San Martin 2269  ,3300,376 154324700,nancyejara@hotmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142300,NENI Nº 2002 (Sede ESC. Nº 03),SANTA FE 434 CENTRO SANTA FE Y BUENOS AIRES,N3300,0376 154872157,neni2002posadas@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142301,NENI Nº 2002 (Ext. ESC. Nº 43),AYACUCHO 1205  AYACUCHO Y ROQUE PEREZ,N3300,0376 154872157,neni2002posadas@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142302,NENI Nº 2002 (Ext. ESC. Nº 813),CORONEL ALVAREZ 1070 Tiro Federal Frent al CGE,3300,0376 154872157,neni2002posadas@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142400,NENI Nº 2003 (Sede ESC. Nº 53),"66A  YACIRETA FUNCIONA EN ESCUELA Nº53, ENTRE AV. ZAPIOLA Y CALLE 109",N3300,0376 154675717,elisacastilla7477@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142401,NENI Nº 2003 (Ext. ESC. Nº 219),AVDA. AGUADO  LA PICADA ESQ. AVDA. AGUADO Y AVDA. TAMBOR DE TACUARI ,N3300,376 154675717,elisacastilla7477@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142402,NENI Nº 2003 (Ext. ESC. Nº 645),AVDA. URQUIZA 4056  AVDA. URQUIZA Y SAN MARTIN,N3300,376 154675717,elisacastilla7477@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142500,NENI Nº 2004 ,"Fermín Fierro 2375 VILLA CABELLO (CHACRA 149) Fermín Fierro, 2375. A media cuadra de Tacuarí. Al lado de los Bomberos.",N3300,0376 154216486,lumaelfer@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142501,NENI Nº 2004 (Ext. ESC. Nº 42),FERMIN FIERRO 2830 IPRODHA (VILLA CABELLO) INMEDIACIONES AV. TACUARÍ Y EVA PERÓN,N3300,0376 154216486,lumaelfer@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142502,Aula Sat. Guardería Semillitas,"Av. Almirante Brown y Ombú  Chacra 147, Bº Iprodha. VILLA CABELLO ",N3300,0376 154216486,lumaelfer@gmail.com,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Misiones,Estatal,Urbano,CAPITAL,54028,POSADAS,54028012,540142600,NENI Nº 2007 SOLCITO Y NUBECITAS,186  A-4 LA NUEVA ESPERANZA CALLE 186 Y COCOMAROLA - SEDE PROPIA,N3300,0376 154675617,mariana.elizabet.schwengber@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
